source,appid,game_name,is_dlc,player_type,review_id,steam_language,created_at,updated_at,voted_up,votes_up,votes_funny,comment_count,weighted_vote_score,steam_purchase_type,received_for_free,written_during_early_access,steam_deck,review_text,author_steamid,author_num_games_owned,author_num_reviews,author_playtime_forever,author_playtime_last_two_weeks,author_playtime_at_review,author_last_played
steam,345800,Soundtrack,True,unknown,50599181,english,2019-05-11T22:31:26+00:00,2019-05-11T22:31:26+00:00,True,1,0,0,0.435483872890472412,,False,False,,Burn the heretic. Kill the mutant. Purge the unclean.,76561198039374546,881,394,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,30415969,english,2017-03-09T21:59:35+00:00,2017-03-09T21:59:35+00:00,True,2,1,0,0.473639100790023804,,False,False,,Bought for background music for D&D quest. Es Good,76561198192482811,0,14,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,163574676,english,2024-04-25T18:13:12+00:00,2024-04-25T18:13:12+00:00,True,0,1,0,0.5,,False,False,,"Amazing, one of the best reasons to play torchless",76561198197113747,0,26,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,160629929,english,2024-03-16T01:58:34+00:00,2024-03-16T01:58:34+00:00,True,2,0,0,0.523809552192687988,,False,False,,well it nice Soundtrack.,76561198805485429,118,522,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,109157848,english,2022-01-31T05:02:09+00:00,2022-01-31T05:02:09+00:00,True,0,0,0,0.5,,False,False,,"Need to include all Quotes, honestly",76561198119926290,0,7,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,50001224,english,2019-04-07T00:30:30+00:00,2019-04-07T00:30:30+00:00,True,0,0,0,0.5,,False,False,,"perfect game, it's so simillar to my life",76561198068810541,0,3,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,145543367,english,2023-09-02T19:07:01+00:00,2023-09-02T19:07:01+00:00,True,0,0,0,0.5,,False,False,,Banger soundtracks. 10/10,76561198217756345,0,172,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,55783464,english,2019-10-25T21:22:36+00:00,2019-10-25T21:22:36+00:00,True,0,0,0,0.474568575620651245,,False,False,,Good music. Enough said.,76561198198140506,0,21,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,101906188,english,2021-10-30T18:39:41+00:00,2021-10-30T18:39:41+00:00,True,0,0,0,0.5,,False,False,,The music sound fantastic,76561199082654741,79,1,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,71059877,english,2020-06-20T05:13:07+00:00,2020-06-20T05:13:07+00:00,True,0,0,0,0.5,,False,False,,beats to wreck people's mental statuses to,76561198114914850,3003,1082,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,43068310,english,2018-06-26T13:19:06+00:00,2018-06-26T13:19:06+00:00,True,2,0,0,0.525862038135528564,,False,False,,It's a soundtrack why would you say it's bad,76561198150311961,160,22,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,69492108,english,2020-05-20T19:27:50+00:00,2020-05-20T19:27:50+00:00,True,2,0,0,0.507042229175567627,,False,False,,Music for only the most macabich occasions,76561198135272668,605,35,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,119149974,english,2022-07-20T17:50:07+00:00,2022-07-20T17:50:07+00:00,True,4,0,0,0.560563385486602783,,False,False,,goes hard,76561198209598015,299,69,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,177766093,english,2024-10-26T10:19:48+00:00,2024-10-26T10:19:48+00:00,True,0,0,0,0.5,,False,False,,great,76561198806084230,192,154,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,15195314,english,2015-04-04T02:02:55+00:00,2015-04-04T02:02:55+00:00,True,28,19,0,0.542431652545928955,,False,False,,Gave me Paranoia 10/10.,76561198006934543,0,36,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,99334940,english,2021-09-14T11:27:45+00:00,2021-09-14T11:27:45+00:00,False,3,0,0,0.407945066690444946,,False,False,,"Ok, but awful outside of the game.",76561197998455758,1780,2695,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,118403096,english,2022-07-07T18:19:20+00:00,2022-07-07T18:19:20+00:00,True,0,0,0,0.5,,False,False,,This keeps the voices out,76561198044270955,549,490,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,81333802,english,2020-12-01T07:17:21+00:00,2020-12-01T07:17:21+00:00,True,0,0,0,0.5,,False,False,,nice work!,76561198175217119,94,50,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,75635028,english,2020-09-08T07:16:28+00:00,2020-09-08T07:16:28+00:00,True,0,0,0,0.5,,False,False,,"its a great , but very hard game .",76561198975943813,0,16,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,70165743,english,2020-06-01T22:02:41+00:00,2020-06-01T22:02:41+00:00,True,0,0,0,0.5,,False,False,,One of the best OSTs.,76561198017979468,1100,60,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,133866317,english,2023-03-01T16:03:05+00:00,2023-03-01T16:03:05+00:00,True,0,0,0,0.435237228870391846,,False,False,,100/10 would stress again!,76561198330496732,59,52,0,0,,1970-01-01T00:00:00+00:00
steam,345800,Soundtrack,True,unknown,42866620,english,2018-06-20T04:05:08+00:00,2018-06-20T04:05:08+00:00,False,0,21,0,0.0584486499428749084,,False,False,,Koreans will never buy a Red Hook game in the future.,76561198088474438,266,18,0,0,,1970-01-01T00:00:00+00:00
